Item ID,Sentiment,SentimentText,Category
221,5,@drmadiwr PNR No -2720271036,Others
222,5,"@RailMinIndia ,@sureshpprabhu Train no 11020  3rd A/C 80 tatkal ticket sold out in 1.3 second . trying since 8 June.no luck.",management
223,5,@RailMinIndia sir can you please let me know who will be doing the name chañge I eticket.no one is responding here in my place.pl help,management
224,0,@sureshpprabhu @RailMinIndia water getting wasted at panvel station maharastra platform no7. Help draught situation https://t.co/DWGzcE560P,Food
225,3,"@railminindia we are 4 person traveling frm train no 11071 in coach no b3, no water supply since morning,pls help.",Food
226,0,@RailMinIndia my father is travelling with pnr 211-9093949 and he informed me that all the fans are not working in his coach cnt7773004713,Others
227,5,@sureshpprabhu @RailMinIndia how is dat possible sir?we hv to give 200/- extra to da agent to buy tickets.this is not fair. Plz help.,management
228,5,@RailMinIndia @WesternRly @drmadiwr @sureshpprabhu You still cannot get a seat unless you bribe TTE. Refer my complaint # W/WR/BCT/000132702,management
229,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd kinly help with irctc refund doing follow up with irctc since 24th May.,Others
230,6,@RailMinIndia no one responding on phone call at enquiry in jamalpur station. Please consider my complaint becauseâ¦ https://t.co/PZGqiiUpil,management
231,5,@RailMinIndia dear sir i have book a ticket and i cancelled but the refund is not given by u plz help,management
232,6,RT @sureshpprabhu: https://t.co/06uwLS5m7J,Others
233,0,@RailMinIndia @sureshpprabhu 231-9103685trn no.14854 PNR:  Charging socket of coach A1 is not working properly. Tripped several times.,Others
234,5,@RailMinIndia dear sir if the railway cancel the train due to there work then why the railway is not paying refund,Others
235,5,@RailMinIndia @Rajeshazra @drmlko25 @srdommb  kindly look into this,Others
236,7,"@RailMinIndia @SHIVAM_1234515 Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and pursâ¦ https://t.co/lSb34osAX0",Others
237,5,@sureshpprabhu @RailMinIndia @PMOIndia I think buying 1st class ticket of mumbai local proves that we are bigger asshole as there is no diff,management
238,0,@RailMinIndia train no 12548; coach B2; problem - AC not working !!Can some one help pls,Others
239,0,@RailMinIndia @sudhirchaudhary Travelling by Mahanama exp22417. pathetic experience.regret watching its news on Zee. 1/2,Others
240,6,"RT @KonkanRailway: ""Alert Rly Man is the best safety device",Others
241,5,@RailMinIndia I booked tickets from IRCTC MOBILE APP the tickets are not booked but the payment is done Does We areâ¦ https://t.co/KplXE4MvOp,management
242,4,@RailMinIndia @sureshpprabhu sir please delay the train by 10 min please,management
243,4,@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions,Others
244,7,@RailMinIndia @pavansonidegana Inconvenience caused is regretted. This facility is provided on platform number oneâ¦ https://t.co/JUeRotn6C0,Others
245,7,@RailMinIndia @bbiswajit88 Kindly share Train no.,Others
246,0,"@RailMinIndia @sureshpprabhu @GM_NRly sir train no 22824 coach B5 train just left NDLS, still toilets r dirty &amp; waiting passenger travelling",Unhygienic
247,4,"@RailMinIndia @sureshpprabhu No lights at BE platform 4, pitch dark from late evening to early morning. Inconvenience to passengers.",management
248,6,@RailMinIndia plz continue train no 14307-14308,Others
249,2,"@SRDMERTM @RatlamDRM @RailMinIndia @IR_ENHM No one has attended at COR , now we are about to reach kota, now the coâ¦ https://t.co/9Z5CTznuCd",Others
250,4,"@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no, and coach position.",Others
251,4,"@RailMinIndia sir train is alredy 2hrs late, &amp;  and ac staff switch off ac from igatpuri",management
252,0,@RailMinIndia travelling15657 new alipurduar to guwahati.no new bed covers &amp; smelling bed sheet. Blanket condition pathetic. disappointed,Unhygienic
253,1,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and lâ¦ https://t.co/BQyjpBMNSn,Others
254,5,@RailMinIndia No ticket checkers are bothered,management
255,6,@sureshpprabhu @RailMinIndia Enjoying WiFi at Lko station.Good speed.15% service tax ????  WIFi ?? ???? ???cleaning is also good here.,management
256,2,@RailMinIndia need medical assistance in train number 12554 pnr is 2417720180 feeling stomach pain,Others
257,0,@sureshpprabhu @RailMinIndia  Water Scarcity in Palamu Express 12348..Not a single drop of water in Toilet from origin in S4,Unhygienic
258,4,"@RailMinIndia Train# 12562 schedule dep.for 20:35,then 11:00p.m, then announced 00:35a.m &amp; now no one knows when?@sureshpprabhu 1/2",Others
259,1,"@RailMinIndia @Harishsangita  Sir, FIR lodged by GRP/Tundla vide Cr.No. Nil-19/16 U/S 379 IPC has been transferred to GRP/Etawa.",Others
260,0,@RailMinIndia @sureshpprabhu 12904 BRC TO BCT. SEAT S5 55 - FANS NOT WORKING. HELP WILL BE GREATLY APLRECIATED,management
261,6,"RT @stevensgreen1: Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ ",Others
262,5,@sureshpprabhu @RailMinIndia irctc booking in tatkal site very slow even after 30 mins of prime time. Before Two weeks it was OK.,Others
263,6,"@RailMinIndia @sureshpprabhu if it rains, ring road between k r puram to silkboard B'lore will be jam pack, rechd office 1pm instead of 9am",Others
264,0,@RailMinIndia there is no water in coach no  S-3 /2 in train bskt kamakhya express no 15623. train is to reach baurani jn.,Food
265,0,@RailMinIndia sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges 5 to 10 rs to for using toilets,Unhygienic
266,0,"@RailMinIndia travelling from bnglr to murudeswar in train 16523,s5 coach.toilets a stinckng and its tough for passengers to sit here",Unhygienic
267,5,"@RailMinIndia the process of student concession  in season tickets is so critical in ajmer railway region. I am at udaipur, helpless",management
268,7,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦,Others
269,4,@RailMinIndia @sureshpprabhu  train no 12502 is made unexpected late without any reason . We r held up at ahraura since last one hour.,management
270,4,@sureshpprabhu @RailMinIndia   Train 12241 journey from Cdg to LDH is 100 mins But train is stopping @ every station late by 30 mins,management
271,6,@RailMinIndia @sureshpprabhu  Ultimate speed coming of free WiFi provided by Google at Lucknow railway station. Thanks all.??,management
272,5,@RailMinIndia sir TC collector of every train take black money for allotting seat. Which is depend on ticket min 200? it hpnd wid  me,management
273,0,"@RailMinIndia it's really bad service for RAC under 3rd AC category.... Really a bad experience.. No pillow,no bed sheet n really rude staff",management
274,6,@RailMinIndia Thanks for your reply,Others
275,3,@RailMinIndia What is the actual price of dinner food in railway? I am in Porbandar- Motihari exp. 19269,Food
276,5,@RailMinIndia Huge crowd waiting to get tickets fr train# 16116 in VM stn but only 2 counters functioning.  Pls increase no of counters.,management
277,5,"@sureshpprabhu Sir, IRCTC ticket booking site goes stuck daily from 11 am to 11.30 am during tatkal booking. @RailMinIndia",management
278,6,@Maths_Expert @ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct YES,Others
279,3,@RailMinIndia I want to know about meal throughout my journey . Reply me as soon as possible,Food
280,2,"@RailMinIndia , my child is suffering from high fever, can i take Carlpol syrup in train no 12565, A1/40",Others
281,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/PTC5NKfsv5,Others
282,4,@RailMinIndia @sureshpprabhu pathetic railway 5 to 6 train has been overtaken at cheoki n dis suvidha is stuck mre than 1hrs now 05514,Others
283,7,@leomanojc @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/ZYfC5aoBnl,Others
284,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  https://t.co/pI0q6MyzyH,Others
285,0,@RailMinIndia continuos water wastage fr om southern most tap at patna junction  platform no. 9.dont know whom to contact,Food
286,3,@RailMinIndia @drmjabalpur @IRCTC_Ltd @sureshpprabhu  There is no water served in the train no. 12295 with the food. The pnr is 4419894531,Food
287,5,@RailMinIndia @drmadiwr @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coaâ¦ https://t.co/r6okRu4sYv,Others
288,6,@sureshpprabhu @RailMinIndia @Central_Railway @Narendra_IRTS progress for mumbai harbour line is snail slowCattle class traveling :(,Others
289,5,@RailMinIndia  irctc shows this stupid error when trying to book tatkal. I lost n dint get tikt. Tnx to awesome bugs https://t.co/gqoiCQQNdE,Others
290,0,@RailMinIndia @sureshpprabhu @mumbairailusers vr cleaning station wat abt train coaches. Where is swach train?? https://t.co/3prxLDCXXf,management
291,7,@RailMinIndia @DArpitBhargava @ed_eeg @drm_moradabad Matter has been forwarded to concerned official @SrdeegA   for N/\A,Others
292,2,"@RailMinIndia..sir when will be taking furthr action adv 01/2015 sse p way SR zone ..medical,joining..no information given by SR hq chhanai",Others
293,5,@RailMinIndia https://t.co/FMjTWe2fCcbribe taken by  your police in General coaches,Others
294,4,"#IncredibleIndia In Journey tym of 12 hrs, trn is running late by almost same tym. Leads to frustration whn v don'tâ¦ https://t.co/D8fQiwy8IG",management
295,0,@sureshpprabhu Sir the BOOKING tab on the Tiger Express website is not working @IRCTC @RailMinIndia,Others
296,0,"@RailMinIndia @sureshpprabhu 12204 magadh express, dirty, leaking and stinky toilet of coach B1. My pnr 276437435. https://t.co/ME9oGL856L",Unhygienic
297,1,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,Others
298,4,"@RailMinIndia the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, instruct to regulate it.",management
299,4,@RailMinIndia @RailwayNorthern @ECRlyHJP plz help me coach position of train no 19321 of coach A1 at Jaunpur Jn .,Others
300,5,@RailMinIndia Want help. Ticket wainting list no.1. (Rajdhani) PNR No.- 2418289059. Very urgent to visit. Please. Date of Travel 09.06.2016,management
301,4,"@RailMinIndia this is so absurd, Mumbai local trains never reached on time always getting late in kalyan junction, dombivli in between .",management
302,3,@RailMinIndia I was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them.,Others
303,7,"@sureshpprabhu @RailMinIndia @drmbikaner @SrdcmC  ??!STNL stn ?? ??? concerned officer ???? ???????????? ??,???? ???? mini ??? only ?? ??? ?",Others
304,6,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train byâ¦ ,Others
305,3,@RailMinIndia Travlling in trn no15024 YPR GKP frm KCG to LKO.PNR 4836770906 Vendors ovrcharging for cold drinks/chips by Rs 5.Tea for Rs10,Others
306,5,@RailMinIndia please help. His PNR number is 2820176609,Others
307,4,"@RailMinIndia sir train no 12562 runs apprx 4 hr late/day..today also it is running too late,I want to draw ur kind attention towards this.",management
308,7,@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur,management
309,5,@RailMinIndia Not refunded by counter for waiting list counter tickt after chart prepared and not travelled.PNR 2418998762Plz help me out.,Others
310,5,@sureshpprabhu @RailMinIndia Like airport fees railway must charge Rs.25 per ticket as station development and maintenance fees.,management
311,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 3, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",management
312,3,"@RailMinIndia got stale snacks in train no.12791 in evening.(berth no.55 B-2, 3A). Vendor argued n denied. https://t.co/f23gpEeBtN",Food
313,3,"@RailMinIndia travelling in B4 33 34, 22461, tea is worthless, quality very poor, when complained misbehaved by vendor of the train.plz help",Others
314,0,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets absolutely clean,Unhygienic
315,4,@sureshpprabhu  Hundreds of ppl waiting at plateform# 13 since last 5 hrs. Is any one take responsibility?@RailMinIndia 2/2,management
316,3,"@RailMinIndia pnr no 2219054565 As i orderd food frm train frm e catering , i dont hv any print out of ordr slip , which they require .",Food
317,6,@RailMinIndia sir I am since morning and two time I had connected the at no 011-39340000 . But they give me very bad response . 1/2,Others
318,0,"@sureshpprabhu @RailMinIndia Air conditioning not functional at Coach A3, 12424 DBRT Rajdhani, departed NDLS on 10-Jun. Request attention.",Others
319,0,@sureshpprabhu @RailMinIndia Ws at Lko Charbagh station ystrdy. Lack of sufficient sitting arrangements and platform ws vry dirty.,Unhygienic
320,5,@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in localâ¦ https://t.co/VIlogxqpl1,Others
321,6,@RailMinIndia we are wants given best ideas and technology for Indian railway development more than against Japan and China,Others
322,6,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busineâ¦ ,Others
323,4,"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indicationsâ¦ https://t.co/9EBewnWUpM",Others
324,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe #buckuprailways https://t.co/iFieGs6jnS,Food
325,7,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar,Others
326,1,@RailMinIndia Our bag  was stolen while traveling from@bhopal to mathura color mustard M.k is written on it some cash and imp documents,Others
327,0,@RailMinIndia Water not available in train no. 22944Coach S10PNR 8148142547,Food
328,0,@RailMinIndia PNR 8148161618No water in any of the taps provided be it washbasin or toilets.,Unhygienic
329,3,@RailMinIndia  @mealsonwheels #missing cutlery drink sache etc. Server n TT say menu old. 12006 C1 65 10/06 Just FYI https://t.co/uKBiOqICpG,Food
